ville,quartier,type_bien,surface_habitable,nb_pieces,nb_chambres,etage,ascenseur,etat,annee_construction,balcon,terrasse,parking,chauffage,classe_energie,distance_centre,distance_transport,score_commerces,prix,annee_vente,mois_vente
8,12,3,139.81,4,4,0,0,2,1961,0,0,0,3,2,3.1,179.8,6,587563.63,2023,8
7,12,0,69.92,3,2,0,0,0,1940,0,0,0,3,1,4.32,103.69,5,260797.61,2022,8
1,17,0,74.37,3,2,5,0,0,1854,0,1,0,2,5,6.06,252.94,7,304592.75,2023,8
14,11,3,246.86,5,3,0,0,0,2004,0,0,0,0,4,7.51,263.95,5,530192.24,2021,3
10,10,2,125.99,4,3,5,0,0,1917,0,0,1,3,2,2.46,150.94,2,1640363.12,2020,10
2,17,0,81.85,3,2,6,1,3,2030,1,0,1,2,7,2.38,24.73,5,267652.54,2021,6
10,1,0,83.68,3,1,7,1,2,2008,0,0,0,3,4,3.79,984.86,6,980974.09,2022,11
4,11,3,230.34,4,2,0,0,1,1991,0,0,0,0,5,1.76,710.86,4,538786.65,2022,6
14,3,4,109.05,1,0,3,1,1,1976,1,1,0,2,3,4.7,191.28,6,447398.27,2023,9
11,17,0,65.39,2,2,10,1,4,1948,1,0,1,0,6,4.45,96.2,9,100954.99,2020,5
2,11,0,136.35,6,4,3,0,1,1971,0,0,1,2,5,4.01,123.87,8,299783.73,2023,2
13,7,0,52.39,3,3,7,1,1,1889,0,0,0,0,4,0.69,252.94,9,156988.58,2020,5
5,18,0,70.12,3,2,0,0,4,1992,0,0,1,0,0,2.0,364.08,8,247559.77,2023,7
6,6,3,135.81,4,3,0,0,4,1938,0,1,1,3,4,4.18,153.72,3,305450.99,2022,1
10,9,0,92.51,3,3,0,0,0,1968,1,0,1,2,3,3.71,119.78,10,1143232.05,2020,5
9,17,4,42.35,1,0,3,1,3,1906,1,0,0,2,5,12.93,460.33,5,169714.41,2023,4
10,0,3,129.53,4,2,0,0,2,1990,1,1,0,3,3,2.39,128.59,6,1296322.77,2022,1
7,7,3,226.78,4,3,0,0,1,2011,0,1,1,2,3,13.34,21.48,5,602290.93,2022,11
10,0,0,84.27,3,2,0,1,0,1966,1,0,0,3,3,4.77,117.24,10,761174.55,2022,5
12,12,3,212.7,5,4,0,0,0,1903,0,0,0,0,0,4.77,144.73,8,628552.85,2020,5
10,1,0,109.55,6,4,0,0,0,2017,1,0,1,2,2,7.69,268.45,8,1009939.37,2021,12
5,4,2,139.82,7,7,1,0,3,1965,0,0,0,0,2,5.47,79.31,1,943889.38,2022,9
5,13,1,84.45,4,2,5,1,1,1902,0,1,0,3,3,4.35,405.8,8,454432.01,2020,7
11,11,0,68.25,2,1,7,1,1,1931,0,1,2,3,2,1.54,349.28,8,211684.87,2020,2
8,12,0,53.34,3,3,2,0,0,1913,0,1,1,2,2,2.94,128.3,9,230459.9,2021,10
13,17,0,46.06,2,1,8,1,1,1932,1,1,0,3,1,14.02,150.3,1,136308.33,2020,6
9,11,3,133.99,5,3,0,0,0,1923,1,1,0,3,2,14.09,911.04,9,458764.96,2023,1
10,10,3,161.44,7,6,0,0,1,2014,1,1,0,4,3,5.43,1207.69,7,1234449.52,2022,8
10,0,4,58.66,1,0,6,1,1,1934,1,1,1,3,3,7.46,396.99,2,583258.23,2021,2
6,2,4,30.52,1,0,1,0,1,1964,0,0,0,1,1,11.08,73.35,10,92295.17,2022,9
2,12,0,84.46,4,3,3,1,4,1992,0,0,2,4,7,3.07,268.25,5,162642.65,2023,12
5,5,3,153.95,5,4,0,0,0,1986,0,0,1,2,6,4.09,516.66,8,428421.81,2021,3
9,11,3,165.78,4,3,0,0,0,2018,1,0,1,0,3,20.04,252.94,2,493406.86,2020,7
11,12,3,177.0,1,4,0,0,1,2020,0,0,0,0,2,2.19,62.65,6,321122.04,2022,7
4,11,3,163.69,6,4,0,0,2,1976,0,1,1,2,7,14.53,628.29,5,398548.91,2023,1
8,17,3,199.53,4,3,0,0,1,1994,0,1,0,3,3,4.62,445.91,9,549377.67,2021,4
13,3,3,150.3,4,3,0,0,4,1959,0,0,1,1,2,7.48,338.04,1,292524.09,2020,10
14,12,3,126.07,4,4,0,0,4,1963,1,0,2,2,7,0.77,210.49,7,241697.09,2022,8
13,12,3,120.78,4,3,0,0,0,1909,0,1,2,3,1,4.71,56.21,6,354445.25,2023,8
12,11,4,41.14,1,0,9,1,0,1970,0,0,0,0,2,8.7,394.05,4,128470.08,2023,8
7,17,3,101.73,5,4,0,0,2,1943,0,1,0,2,7,1.53,97.06,5,447320.19,2022,2
12,7,3,165.12,4,3,0,0,4,1902,0,0,1,0,5,11.01,158.44,2,271580.72,2021,1
10,16,3,135.03,7,6,0,0,0,1970,0,0,2,0,3,7.43,509.71,2,1418203.88,2022,3
0,12,0,90.66,4,3,6,1,3,1991,0,1,0,2,1,4.09,5.74,8,271658.44,2020,7
8,7,0,76.25,3,2,2,0,3,1937,1,0,1,4,3,2.96,608.3,10,348016.63,2020,10
7,17,0,76.79,3,3,2,0,1,1997,1,0,0,0,4,13.46,301.93,5,185009.81,2021,5
9,3,3,178.78,4,4,0,0,3,1970,1,0,1,4,3,1.11,367.58,3,1082667.29,2023,2
14,11,3,177.35,4,3,0,0,0,1952,0,1,1,4,3,7.59,161.34,1,457358.98,2023,9
5,13,1,85.27,3,3,6,1,1,1999,0,0,0,2,4,2.48,108.35,10,370185.17,2022,5
8,17,0,66.89,2,2,3,1,4,1970,0,1,2,3,3,5.13,214.54,5,186639.45,2022,11
8,3,0,60.15,3,2,1,0,0,1970,1,0,0,1,4,4.93,90.49,6,271381.45,2021,3
12,12,0,62.77,3,2,2,0,3,1970,0,0,0,0,0,5.47,630.33,7,187859.9,2020,5
0,11,0,78.21,4,3,4,1,1,2015,0,0,1,3,3,7.48,77.96,3,161196.8,2021,9
10,16,4,41.24,1,0,1,0,1,2022,0,1,0,1,4,2.74,175.53,9,461557.48,2022,7
1,7,0,97.25,4,2,4,0,4,1959,0,0,1,3,4,2.24,535.95,2,300475.91,2022,1
11,17,3,185.2,6,6,0,0,3,1933,1,1,1,3,3,4.95,359.1,3,474987.35,2020,1
12,11,3,157.92,5,4,0,0,4,1987,1,0,1,4,2,9.79,239.23,9,331039.04,2023,1
8,17,3,175.19,4,3,0,0,0,1978,1,0,0,3,3,4.67,466.7,5,560352.75,2020,6
3,3,2,139.93,5,4,5,1,3,2022,0,0,0,3,4,5.08,51.36,6,381928.81,2023,3
6,2,0,62.68,3,2,1,0,3,2001,0,0,1,3,5,5.38,249.76,7,259990.42,2022,10
14,17,0,75.87,3,3,2,0,0,1970,0,1,0,0,3,5.7,252.94,2,242690.43,2021,10
11,7,2,103.48,4,3,7,1,0,1991,1,0,0,0,6,10.81,118.71,4,237663.0,2020,2
12,3,2,98.99,3,2,5,0,0,1954,0,0,0,2,1,2.32,77.95,5,487275.47,2022,3
14,3,0,74.61,3,2,5,1,0,2016,1,0,0,3,4,3.01,65.3,5,313674.84,2022,11
6,2,0,68.01,2,1,3,1,1,1967,0,0,2,2,0,3.7,219.51,5,286511.07,2023,9
4,7,0,82.54,3,3,1,0,0,1960,0,0,0,2,5,4.6,373.88,9,207915.28,2022,5
6,2,0,68.27,3,2,3,0,4,1932,1,1,1,4,7,5.23,348.01,6,200005.61,2023,1
0,17,1,112.8,6,3,5,1,0,1947,1,0,0,3,4,11.03,223.16,10,207896.89,2022,6
6,14,3,125.97,7,7,0,0,3,1851,0,0,1,4,3,2.69,306.99,10,446638.54,2021,1
14,11,0,94.72,3,1,0,0,0,1985,0,0,2,1,2,3.76,417.16,10,355610.65,2020,10
13,7,2,142.33,4,2,0,0,0,1980,1,0,0,4,2,4.38,871.71,1,513158.31,2022,1
14,12,3,142.19,4,3,0,0,3,1970,1,1,1,3,5,7.78,112.37,9,371566.64,2022,9
1,11,0,61.42,3,1,3,0,0,2020,0,0,0,0,7,3.37,483.42,3,263768.23,2021,4
10,0,1,121.56,4,3,2,0,1,1988,0,0,2,0,2,3.82,232.11,7,1048227.01,2020,2
7,3,4,26.46,1,0,9,1,0,1939,0,1,0,3,7,2.21,70.44,1,147105.56,2022,5
13,11,4,33.35,1,0,0,0,0,1958,1,0,0,2,3,9.05,63.31,7,108127.41,2020,9
5,18,3,240.79,5,5,0,0,1,1971,1,0,1,2,1,10.86,272.29,5,803137.63,2020,4
7,7,4,24.12,1,0,2,0,0,1974,1,0,1,0,3,6.05,43.93,9,86585.81,2023,3
10,0,0,96.97,3,3,6,1,0,1943,0,1,1,0,1,3.7,66.75,1,1272483.85,2021,1
12,11,3,138.48,4,3,0,0,3,1940,1,1,1,3,7,5.74,691.31,6,480810.21,2021,4
11,11,1,99.33,3,2,4,1,0,1947,0,1,0,2,1,5.18,311.01,3,284879.38,2022,8
1,7,0,79.55,4,2,3,0,1,2019,0,0,2,4,1,6.03,313.42,4,357373.66,2020,11
1,7,4,36.91,1,0,5,0,0,1955,0,0,0,0,4,4.14,563.12,5,151091.38,2020,8
5,4,3,238.79,4,4,0,0,1,1957,0,0,0,0,1,3.19,64.41,3,821886.28,2020,1
13,3,0,123.71,4,3,0,0,1,1991,0,0,0,0,6,2.03,416.81,7,354865.4,2023,1
0,3,4,28.0,1,0,8,0,3,1925,0,0,1,3,3,10.19,168.02,10,62860.62,2023,3
2,17,0,75.65,3,3,1,0,0,1983,0,0,0,0,7,4.21,137.9,7,179756.12,2022,12
4,11,3,187.08,5,4,0,0,0,1970,0,0,0,0,2,5.86,302.31,7,455682.61,2022,1
6,6,0,74.73,3,1,0,0,3,1895,1,0,0,2,4,1.25,69.11,5,347483.74,2022,7
13,11,1,108.79,7,3,2,0,0,1931,0,0,0,0,7,3.37,314.98,1,361278.0,2020,4
11,12,0,65.3,2,1,5,0,1,1970,1,1,1,3,3,4.35,128.85,5,153623.57,2021,2
4,12,0,89.72,3,2,1,0,3,2004,1,0,0,1,4,5.16,536.11,7,288050.6,2021,8
1,12,0,111.55,5,4,0,0,0,1992,0,1,0,2,5,13.62,319.8,3,1155974.78,2020,4
14,11,1,83.42,3,1,0,0,0,2009,0,0,0,2,3,5.41,517.59,3,270668.28,2021,8
11,7,4,28.57,1,1,1,0,2,1970,0,0,0,1,3,3.8,298.38,1,91786.07,2021,3
10,10,4,20.41,1,0,0,0,0,1971,0,1,0,0,1,4.39,895.45,5,223733.06,2020,1
5,4,3,196.7,6,5,0,0,1,1981,1,0,1,4,4,11.62,117.99,5,593457.2,2022,5
10,16,3,146.72,7,6,0,0,3,2014,1,0,2,2,5,6.75,15000.0,9,1581197.85,2023,11
2,3,0,106.52,6,5,2,0,1,1970,0,1,0,3,7,9.61,996.39,2,298781.61,2023,9
11,12,3,167.3,4,3,0,0,2,1955,0,0,0,4,3,3.91,666.85,5,330801.98,2022,1
9,17,0,88.48,3,2,1,0,2,1954,0,1,0,2,1,8.6,189.35,4,3034517.72,2022,6
9,7,1,96.36,4,4,2,0,0,1956,1,0,0,2,5,4.52,318.55,2,431106.25,2023,12
12,12,4,31.9,1,0,2,0,1,1969,0,0,2,3,3,9.73,96.47,10,105957.48,2021,12
13,17,0,78.4,3,3,5,0,0,1956,0,0,1,3,2,6.73,311.19,9,283663.5,2022,12
1,12,0,84.51,4,3,1,0,0,1931,1,0,1,2,2,9.98,100.55,10,339751.27,2021,11
1,11,4,25.52,1,0,3,1,1,1970,0,0,1,3,1,3.01,70.63,6,98841.9,2022,2
6,2,0,103.55,7,6,6,1,1,2008,0,0,0,4,4,10.56,287.78,2,310293.39,2021,8
6,14,0,83.1,4,4,9,1,1,1969,1,0,0,3,7,4.98,79.01,5,288451.85,2021,10
6,14,0,109.79,5,4,3,0,0,1935,0,0,1,0,7,2.38,735.3,5,481272.15,2021,5
14,17,3,126.49,5,4,0,0,0,2002,0,0,0,0,3,7.98,223.79,1,303978.22,2023,4
7,3,4,31.98,1,1,2,0,2,1970,1,0,0,3,2,7.72,290.8,10,148758.31,2022,4
8,17,0,71.95,3,1,4,1,1,1989,0,0,2,0,4,2.48,41.68,8,191473.56,2022,3
7,3,0,124.65,5,4,3,0,1,1986,1,0,1,0,3,8.01,531.41,4,457705.54,2020,5
10,0,3,200.76,4,3,0,0,1,1998,0,0,1,1,6,4.85,166.09,5,1207515.39,2021,10
7,12,4,30.27,1,0,1,0,2,2004,0,0,0,0,5,1.63,244.62,10,124249.44,2022,2
14,17,0,88.69,3,3,3,0,0,1970,0,0,0,4,7,10.06,46.99,9,273635.66,2023,3
12,12,0,67.39,3,2,8,1,2,1980,0,0,1,3,4,2.86,260.77,3,254730.36,2021,11
10,1,1,129.59,5,3,4,1,3,1960,1,1,0,2,1,8.07,101.46,8,1499320.12,2022,12
7,11,1,209.88,6,5,1,0,4,1905,0,0,0,0,1,4.93,752.75,5,607894.35,2020,4
14,11,1,102.62,6,3,8,1,1,1991,0,0,2,2,3,0.61,295.83,8,331742.01,2023,8
8,3,4,31.82,1,1,2,0,1,1919,1,0,0,3,2,6.66,111.27,3,114334.49,2020,6
7,12,0,61.76,2,1,2,0,1,2008,0,0,0,0,2,1.53,296.77,3,208911.83,2023,8
14,3,0,59.24,3,3,4,0,0,1961,0,0,0,3,4,3.44,261.54,4,234133.8,2021,5
2,11,0,97.28,3,2,3,1,0,2009,1,0,0,4,3,11.44,101.0,8,227786.83,2021,10
6,14,0,56.01,3,2,1,0,3,1972,0,0,1,3,3,1.8,184.29,5,227925.64,2020,12
2,12,1,129.09,6,5,3,1,1,1965,1,0,0,3,3,1.13,252.94,3,291941.87,2021,7
1,7,4,39.84,1,3,2,0,1,1956,0,0,0,3,0,6.9,258.87,5,159546.62,2020,4
6,8,4,27.2,1,0,5,1,0,1893,1,1,0,0,5,11.02,84.86,5,99551.66,2022,7
1,12,0,108.54,4,4,0,0,1,1970,0,0,0,2,3,9.89,530.58,6,348148.58,2022,7
3,12,2,155.5,5,4,5,1,0,1971,0,0,2,2,3,9.62,56.19,2,328216.67,2021,9
5,15,4,27.16,1,1,1,0,1,2012,0,0,1,0,1,4.52,241.39,8,163365.78,2021,12
2,12,0,54.07,2,1,2,0,1,1978,1,1,1,4,4,6.69,341.98,9,114494.23,2020,2
5,5,2,131.57,6,6,2,0,3,2007,1,0,1,2,6,3.73,226.77,3,734456.0,2021,7
5,4,0,74.43,4,3,10,1,3,2023,0,1,1,0,4,8.93,358.06,10,414088.31,2021,11
8,3,0,79.77,4,3,3,0,1,1930,0,0,0,4,1,7.34,285.01,3,300441.69,2020,2
6,19,3,194.05,4,4,0,0,0,1985,0,0,0,0,5,7.41,217.78,5,658610.06,2023,7
3,3,3,125.03,6,3,0,0,1,1962,1,0,0,3,3,3.47,127.63,3,239719.5,2023,10
1,3,0,67.04,3,2,5,1,4,1934,0,0,2,2,5,17.76,83.39,6,173660.97,2022,1
14,17,0,120.23,5,4,3,0,0,1970,0,0,1,1,3,6.33,93.43,5,368726.25,2023,12
10,0,1,122.99,4,3,9,1,0,1939,0,0,0,3,2,4.37,252.94,1,1161866.55,2022,7
14,11,3,197.22,4,3,0,0,1,1992,0,0,0,0,0,2.37,147.82,9,530165.67,2021,5
10,0,4,31.85,1,0,1,0,1,1954,0,1,0,2,5,11.02,200.51,1,228951.51,2023,9
2,17,0,87.65,3,2,4,1,0,1941,1,0,1,3,2,3.63,712.16,7,242514.04,2020,12
9,3,0,104.76,4,3,5,1,1,2010,0,1,0,2,4,1.03,430.34,1,633885.59,2021,10
14,17,0,46.61,2,1,4,1,2,1874,0,0,0,0,2,4.73,206.29,3,191643.62,2021,9
7,7,0,93.55,4,3,7,1,1,1992,0,0,0,0,3,6.39,604.09,9,315880.22,2021,2
7,7,0,74.72,4,3,4,1,1,2019,1,0,1,0,4,4.39,77.1,1,203246.45,2022,5
13,12,0,98.39,4,3,6,1,3,1982,0,0,2,0,2,4.55,163.12,4,406553.6,2023,5
6,6,3,159.51,6,5,0,0,0,1974,0,0,0,2,3,4.29,401.36,1,458957.55,2020,4
10,10,0,68.02,2,1,1,0,1,1893,1,0,0,3,7,6.02,414.06,1,554984.31,2022,3
10,10,4,21.99,1,0,1,0,0,1970,0,0,1,0,3,4.66,295.56,2,207875.93,2021,7
11,7,0,75.25,3,3,2,0,1,1955,1,0,0,4,7,11.45,121.64,1,114608.42,2023,11
12,3,3,130.89,7,6,0,0,3,1997,0,0,2,0,7,5.29,1208.77,3,377810.28,2022,12
6,2,0,73.47,4,3,6,1,4,2001,0,1,1,0,3,7.43,714.26,7,241459.44,2022,3
8,11,3,180.88,4,3,0,0,2,1927,0,0,0,2,3,10.92,205.24,5,620320.72,2021,8
13,11,0,62.94,2,1,2,0,0,1972,0,0,0,0,2,8.37,126.5,10,212020.4,2022,8
8,3,1,82.93,3,1,4,1,3,2007,1,0,0,2,3,3.0,32.77,5,346752.11,2023,2
2,3,4,19.28,1,0,2,0,3,1981,0,0,0,0,7,9.17,24.83,2,55420.98,2023,12
2,12,3,139.02,4,3,0,0,1,1968,0,0,0,2,2,5.96,252.94,5,238225.42,2021,3
8,17,0,47.58,2,0,6,1,3,2012,0,0,0,2,4,6.43,689.6,3,171472.03,2020,9
8,3,3,179.73,6,3,0,0,1,2020,0,0,1,0,0,4.07,87.69,8,713997.7,2023,8
3,11,4,67.74,1,0,1,0,1,1938,0,1,2,1,2,8.14,206.98,2,170119.73,2023,11
6,14,0,5.0,3,2,3,0,0,1930,1,0,0,0,6,3.17,71.8,3,210243.16,2022,10
8,7,3,328.03,4,3,0,0,2,2008,1,0,1,2,5,3.78,286.55,5,1225706.65,2021,6
7,3,4,31.74,1,0,3,1,1,1939,0,0,0,0,3,10.23,268.37,1,107132.38,2022,12
12,12,4,33.83,1,1,2,0,2,2006,0,1,2,3,7,6.6,157.18,2,187436.23,2023,10
12,17,4,20.43,1,0,5,1,0,1970,0,0,2,1,4,7.32,290.09,5,70600.23,2021,4
5,4,2,122.59,5,4,0,0,3,1863,0,0,0,2,6,8.46,154.64,5,529152.38,2020,2
9,11,1,103.75,6,3,6,1,0,1962,0,0,1,3,0,11.54,86.36,3,486206.85,2021,5
2,12,0,117.65,4,2,2,0,1,1878,0,0,0,3,2,8.37,372.7,5,243686.31,2020,2
10,10,3,116.8,5,4,0,0,3,1934,0,0,0,0,6,3.46,252.94,6,701804.32,2022,8
11,11,4,26.41,1,0,5,0,4,1968,0,0,2,0,3,6.71,635.81,2,50121.23,2023,9
0,11,3,143.92,4,4,0,0,0,1877,0,0,0,3,4,16.13,62.52,9,174028.47,2020,11
10,10,1,371.99,5,5,2,0,3,1873,0,0,0,2,4,2.71,123.21,9,4463916.54,2021,7
9,11,0,43.19,2,1,1,0,3,1923,1,0,0,2,3,9.56,230.18,5,231463.38,2020,10
11,7,0,116.42,6,5,2,0,0,1966,0,0,1,2,5,6.14,133.82,6,254267.05,2023,8
3,12,0,82.86,3,2,5,1,1,2020,0,0,0,0,2,3.2,315.14,6,168557.61,2020,9
6,8,0,81.22,3,3,5,0,0,1906,0,0,2,2,7,2.43,247.37,10,315362.47,2022,6
14,7,0,55.9,2,3,2,0,0,1981,1,0,0,3,3,3.58,252.94,4,174337.98,2022,6
6,19,4,39.66,1,1,7,1,3,1970,0,0,1,1,2,4.15,66.84,7,219261.58,2022,8
10,9,0,92.13,4,4,2,0,1,1892,0,1,0,3,3,4.06,26.05,4,990458.09,2022,10
10,9,4,45.93,1,0,2,0,0,1874,0,0,0,2,3,9.18,252.94,2,479279.36,2020,4
11,17,3,162.06,6,5,0,0,1,1936,0,0,0,0,3,5.32,335.36,5,261744.16,2021,10
11,3,0,50.67,2,0,0,0,0,1987,1,0,0,3,2,13.14,61.03,10,118127.2,2020,9
2,12,0,63.6,2,1,0,0,1,2019,0,1,1,3,7,3.51,345.93,6,194685.13,2022,4
3,7,3,217.66,6,5,0,0,1,1970,1,0,0,4,4,4.48,560.65,8,299563.21,2020,10
2,12,4,26.47,1,0,2,0,3,1882,0,0,1,2,4,3.37,252.94,1,79309.88,2023,9
9,3,2,191.63,6,5,0,0,0,1941,0,0,0,3,1,7.76,137.03,2,1284304.76,2022,6
8,17,2,143.02,6,5,3,1,0,2017,1,0,0,3,4,3.57,238.16,5,592703.18,2023,4
6,2,1,183.36,5,4,6,1,3,1858,1,0,0,2,5,4.5,36.91,7,788356.25,2022,11
11,7,3,156.79,6,5,0,0,1,1979,1,1,0,1,6,3.73,137.51,4,234478.12,2022,6
1,12,2,130.24,4,4,3,0,1,1930,0,0,1,3,7,7.1,216.2,7,625255.98,2021,2
9,11,4,23.26,1,0,3,1,1,1896,1,0,0,2,5,5.4,253.0,2,86613.09,2020,1
7,12,2,145.07,5,4,1,0,0,1940,1,0,2,2,2,1.96,1059.93,5,780209.1,2022,4
3,3,0,87.87,4,3,1,0,0,2016,0,0,0,3,3,9.96,158.39,7,169970.05,2023,12
10,10,1,140.85,4,3,1,0,0,1996,0,0,0,0,3,4.15,209.52,7,1279388.52,2022,9
2,17,3,159.93,5,3,0,0,0,1970,0,0,0,0,2,4.43,212.12,5,326923.77,2022,12
9,7,4,32.16,1,0,3,1,0,1970,0,0,2,0,4,11.16,375.84,2,157362.47,2020,4
0,7,0,78.04,4,3,3,1,3,1969,0,0,0,0,3,9.29,510.72,5,162168.46,2022,6
6,2,0,69.02,2,1,1,0,0,1887,1,0,0,2,1,6.52,252.94,3,269194.39,2021,8
11,3,0,80.56,4,4,2,0,3,1961,0,1,0,3,3,12.15,325.15,3,222252.51,2023,8
10,16,0,84.57,3,2,3,1,1,2000,0,1,0,3,2,1.53,902.26,7,1011310.37,2023,10
14,3,0,89.09,3,2,5,1,4,1970,0,0,0,4,7,3.13,19.86,1,239763.16,2022,10
0,11,4,27.41,1,1,2,0,0,2011,1,0,2,4,4,1.3,876.85,2,92840.95,2023,9
3,17,0,95.74,3,2,1,0,0,1999,1,0,0,3,4,3.63,235.87,8,202831.84,2021,5
9,3,0,93.82,4,3,5,1,0,1975,0,0,0,2,3,5.23,65.94,5,541596.72,2022,3
13,11,0,89.6,4,4,3,0,0,1999,1,0,1,0,1,5.44,203.28,4,359150.35,2023,5
10,16,3,214.96,4,3,0,0,1,1906,0,0,0,2,3,20.07,279.03,5,1305494.31,2020,5
6,8,0,72.82,3,2,6,1,4,1933,0,0,0,1,3,7.62,278.8,1,161687.97,2020,2
5,13,0,56.8,2,2,1,0,0,1989,1,0,1,3,2,5.2,300.97,3,291828.16,2021,3
1,12,3,207.43,4,3,0,0,3,1854,1,0,2,2,3,5.44,229.01,3,827062.13,2021,11
4,17,3,153.12,4,2,0,0,0,1853,1,0,1,3,3,8.66,30.32,10,342770.44,2023,10
0,12,0,51.21,2,2,5,1,0,1958,1,0,0,0,4,6.82,342.74,4,136458.65,2022,8
8,11,0,65.96,3,3,1,0,1,2008,0,0,0,0,3,3.5,354.68,9,196853.4,2022,4
4,17,0,80.05,4,2,3,1,0,2021,0,0,0,0,2,6.28,137.65,5,253252.81,2023,10
6,14,1,165.63,4,3,1,0,0,1984,1,0,0,3,7,6.68,252.94,4,571185.03,2020,4
7,11,0,84.79,4,3,0,0,1,2018,0,0,2,2,2,12.44,20.0,5,246258.7,2020,9
2,3,3,214.63,5,5,0,0,1,2006,1,0,1,2,7,5.01,7.46,9,507081.0,2023,4
7,11,0,93.31,3,2,4,1,0,1933,0,0,0,3,4,4.42,119.45,1,301458.7,2023,11
5,18,3,188.2,6,5,0,0,4,1961,0,0,0,3,3,3.1,270.69,9,558814.98,2021,12
0,17,0,71.28,3,2,3,1,1,1970,1,1,1,1,6,2.69,252.94,1,168228.33,2022,11
8,17,0,58.65,2,1,3,0,3,1922,0,0,1,4,3,11.34,273.55,7,205633.45,2022,2
13,7,3,288.33,4,3,0,0,0,1949,0,0,1,2,1,3.47,99.13,5,822420.52,2022,6
5,15,0,66.42,3,3,3,1,1,1970,0,0,0,0,4,3.76,195.58,5,338098.81,2023,2
0,11,0,70.91,4,2,2,0,0,1953,1,0,1,2,3,11.35,218.48,9,167266.94,2023,4
12,3,3,170.24,5,3,0,0,3,2015,0,0,1,0,1,5.3,145.73,2,761033.19,2023,12
4,12,1,103.76,6,4,4,0,3,1961,0,0,0,2,3,4.96,469.82,5,330298.23,2021,10
5,18,0,88.3,3,2,0,0,0,1935,1,0,1,2,2,3.48,53.64,9,398088.56,2022,9
4,3,3,154.66,7,6,0,0,1,1934,0,0,1,2,5,4.53,302.77,7,349201.03,2021,4
10,1,1,109.8,5,4,5,1,1,1987,0,0,0,0,4,3.86,216.15,5,930981.11,2020,4
7,7,4,25.87,1,0,3,0,1,1956,1,0,0,3,3,17.07,252.94,2,60010.5,2020,4
10,10,3,162.22,5,3,0,0,0,1938,1,0,0,3,4,4.58,252.94,2,1310218.02,2022,3
1,12,4,22.26,1,0,3,0,1,1988,0,0,2,2,3,3.37,101.89,5,80991.44,2021,2
12,7,0,53.34,3,2,0,0,0,1962,1,0,0,2,5,5.49,1090.87,4,164771.78,2022,6
8,7,3,256.61,5,4,0,0,3,2005,0,1,2,0,4,5.66,247.83,2,968731.79,2022,1
13,12,0,98.03,4,3,1,0,3,1974,0,0,1,0,6,10.7,250.22,4,270500.14,2022,10
3,3,0,114.88,6,4,1,0,3,2020,0,0,1,2,2,3.9,1070.59,10,327930.4,2022,9
4,7,0,118.31,4,3,1,0,1,1957,0,1,1,2,4,14.2,333.62,7,306727.6,2023,8
13,17,0,60.39,2,3,8,1,2,1944,1,0,0,3,2,9.66,290.47,1,247305.04,2020,6
4,7,3,242.27,4,3,0,0,0,1983,1,0,0,0,2,1.83,38.07,7,661118.05,2021,3
6,19,3,224.53,4,3,0,0,0,1970,0,1,1,2,2,4.48,117.61,5,1049346.93,2022,2
5,15,3,161.92,4,2,0,0,1,1861,0,0,0,3,4,6.42,169.36,10,708182.93,2020,10
1,11,0,84.55,3,2,7,1,2,1986,0,0,1,0,5,2.32,242.24,9,386644.06,2020,2
7,17,0,96.99,3,2,3,0,4,1930,0,0,0,2,2,6.65,373.22,7,254686.23,2021,7
3,3,3,201.35,6,5,0,0,4,1970,0,0,0,3,5,2.4,191.44,5,235074.73,2021,12
11,12,1,114.94,6,5,1,1,1,1977,0,0,1,1,6,3.43,267.47,7,238947.06,2022,12
4,17,0,80.39,3,3,7,1,0,1915,0,0,0,2,3,6.85,237.62,2,240215.03,2021,8
13,17,0,87.4,3,2,5,1,0,1887,0,0,0,3,7,4.28,498.86,2,251035.35,2023,11
1,12,2,108.32,4,3,0,0,2,2009,0,0,0,0,5,6.59,32.62,5,567568.88,2020,1
14,7,0,90.21,4,3,3,1,1,2006,0,1,2,4,5,6.99,391.73,9,278966.82,2023,7
3,12,2,1200.0,5,3,4,0,1,1964,0,0,1,2,1,8.08,69.74,7,225156.28,2020,5
14,12,3,244.4,7,6,0,0,0,1904,1,1,0,2,6,8.95,301.11,2,601928.92,2022,9
10,1,0,101.8,6,4,0,0,1,1970,0,0,1,3,2,3.18,252.94,5,887240.69,2021,2
7,7,0,97.61,4,2,0,0,0,1995,0,1,1,4,3,13.0,623.4,5,344314.65,2020,4
2,7,0,85.67,3,1,3,1,4,1985,1,0,0,2,3,5.86,276.57,1,166108.79,2021,5
2,7,0,82.01,3,2,0,0,0,2008,0,0,1,1,2,5.84,83.74,8,182074.37,2020,5
11,7,2,152.35,7,6,0,0,3,1994,1,1,1,0,1,3.5,390.48,8,631994.75,2023,8
6,6,4,22.76,1,1,1,0,1,1970,0,0,0,2,4,5.94,237.41,3,83519.13,2021,4
13,11,3,145.54,4,4,0,0,1,1953,1,0,2,3,4,6.7,252.94,7,363017.06,2023,10
0,11,4,37.63,1,3,7,1,1,1984,1,0,1,0,3,3.88,456.62,4,88472.34,2023,11
11,3,0,76.21,15,2,5,1,0,1948,1,1,1,3,3,7.87,146.34,4,232277.28,2023,10
